# wave flux sigma
8200.00	-0.10484685	0.35009043
8201.75	-0.018814684	0.34263694
8203.50	0.072889857	0.33515550
8205.25	0.14123773	0.32973031
8207.00	0.15689473	0.32725922
8208.75	0.11781469	0.32569002
8210.50	0.046875438	0.32146689
8212.25	-0.016269913	0.31237003
8214.00	-0.036542391	0.29949605
8215.75	-0.010246581	0.28588261
8217.50	0.035694279	0.27412860
8219.25	0.068818800	0.26503410
8221.00	0.069851517	0.25838743
8222.75	0.044352097	0.25399189
8224.50	0.018933584	0.25170321
8226.25	0.012164929	0.25061543
8228.00	0.019711231	0.24856238
8229.75	0.030977223	0.24348550
8231.50	0.036912280	0.23526296
8233.25	0.025526874	0.22581948
8235.00	-0.0077433485	0.21716658
8236.75	-0.046837553	0.21031754
8238.50	-0.068228116	0.20512222
8240.25	-0.064489926	0.20095303
8242.00	-0.046184294	0.19713449
8243.75	-0.030385866	0.19330771
8245.50	-0.032269152	0.18941042
8247.25	-0.059464416	0.18532394
8249.00	-0.10380761	0.18083699
8250.75	-0.13750907	0.17614114
8252.50	-0.13395568	0.17187371
8254.25	-0.099153875	0.16834664
8256.00	-0.068467508	0.16520337
8257.75	-0.066720003	0.16195051
8259.50	-0.086703418	0.15852388
8261.25	-0.10708722	0.15519723
8263.00	-0.11560345	0.15220288
8264.75	-0.11001811	0.14957657
8266.50	-0.089658109	0.14723227
8268.25	-0.053834289	0.14517742
8270.00	-0.0092308774	0.14375750
8271.75	0.029251700	0.14381056
8273.50	0.053090625	0.14670943
8275.25	0.069676075	0.15396697
8277.00	0.086857396	0.16554511
8278.75	0.094758164	0.17856417
8280.50	0.078638053	0.18804997
8282.25	0.044635675	0.19124159
8284.00	0.015211302	0.19079781
8285.75	0.0036722357	0.19145422
8287.50	0.0054841026	0.19229729
8289.25	0.012537756	0.18703903
8291.00	0.019894523	0.17441389
8292.75	0.023202564	0.16291323
8294.50	0.020218903	0.16214893
8296.25	0.013118728	0.17130913
8298.00	0.0060120650	0.17962241
8299.75	0.0035614959	0.17601164
8301.50	0.0075771502	0.16043227
8303.25	0.015995668	0.14151781
8305.00	0.026337553	0.12811820
8306.75	0.037329757	0.12331249
8308.50	0.044974416	0.12497418
8310.25	0.042473170	0.12763023
8312.00	0.028652860	0.12615607
8313.75	0.012294259	0.11976395
8315.50	0.0028613128	0.11213186
8317.25	-0.00029759102	0.10657765
8319.00	-0.0037757846	0.10328477
8320.75	-0.0091084155	0.10075082
8322.50	-0.012786619	0.098196926
8324.25	-0.014087792	0.095839924
8326.00	-0.015425561	0.094061703
8327.75	-0.017369263	0.092835443
8329.50	-0.019653395	0.091795349
8331.25	-0.023101489	0.090786745
8333.00	-0.025686939	0.090213587
8334.75	-0.022356066	0.090912387
8336.50	-0.012155653	0.094309763
8338.25	-0.0024299895	0.10321833
8340.00	-0.0032405005	0.12079082
8341.75	-0.015551346	0.14591793
8343.50	-0.026153772	0.16809664
8345.25	-0.020473776	0.17357922
8347.00	0.00030646620	0.16015246
8348.75	0.018695522	0.14118268
8350.50	0.017324109	0.12993740
8352.25	-0.0052254309	0.12605470
8354.00	-0.030892839	0.12054816
8355.75	-0.040194555	0.10962063
8357.50	-0.031134786	0.098081425
8359.25	-0.015405984	0.092012396
8361.00	0.0012455228	0.092510114
8362.75	0.020508972	0.096108446
8364.50	0.038778456	0.097860877
8366.25	0.048351547	0.094968770
8368.00	0.048257701	0.088445957
8369.75	0.044416393	0.081673810
8371.50	0.040732190	0.077160970
8373.25	0.036284103	0.075355999
8375.00	0.029670675	0.075968791
8376.75	0.021407660	0.079367135
8378.50	0.012224233	0.085881087
8380.25	0.0032582799	0.093773677
8382.00	-0.0020451606	0.098496858
8383.75	-0.00095364116	0.096299697
8385.50	0.0041095498	0.088314105
8387.25	0.0077881587	0.079593009
8389.00	0.0092771829	0.074059314
8390.75	0.013066158	0.072584186
8392.50	0.020621041	0.075583140
8394.25	0.026069722	0.085411597
8396.00	0.024790773	0.10318494
8397.75	0.020044067	0.12246441
8399.50	0.015240753	0.13087741
8401.25	0.0079785989	0.12156336
8403.00	-0.0033904199	0.10168272
8404.75	-0.013658024	0.083553893
8406.50	-0.014990103	0.073522405
8408.25	-0.0051705171	0.070628991
8410.00	0.011276206	0.072740326
8411.75	0.027691820	0.078932590
8413.50	0.039167107	0.087081848
8415.25	0.042013252	0.092130843
8417.00	0.035965077	0.089859549
8418.75	0.027236191	0.081710816
8420.50	0.023084285	0.073341572
8422.25	0.022553840	0.069427914
8424.00	0.018390439	0.072036378
8425.75	0.0048133362	0.082508713
8427.50	-0.016219427	0.099202722
8429.25	-0.034967894	0.11454089
8431.00	-0.040782079	0.11797997
8432.75	-0.033315551	0.10673895
8434.50	-0.020814612	0.088525716
8436.25	-0.010045990	0.073149256
8438.00	-0.0015681780	0.064256691
8439.75	0.0074722824	0.060420594
8441.50	0.018520263	0.059149603
8443.25	0.028221677	0.059087681
8445.00	0.031028384	0.060087862
8446.75	0.026994015	0.062944428
8448.50	0.024005403	0.068555665
8450.25	0.030056203	0.075843994
8452.00	0.042845226	0.080775330
8453.75	0.052323444	0.079497596
8455.50	0.053236747	0.072911009
8457.25	0.050119394	0.066232141
8459.00	0.051511888	0.064626550
8460.75	0.065862714	0.070608941
8462.50	0.095495816	0.083169206
8464.25	0.12541037	0.095924154
8466.00	0.13115079	0.099858318
8467.75	0.10631251	0.091822911
8469.50	0.069130178	0.078000495
8471.25	0.039742725	0.066818603
8473.00	0.024918526	0.061193796
8474.75	0.021930511	0.059029339
8476.50	0.022885398	0.057671948
8478.25	0.018560326	0.056202767
8480.00	0.0063486624	0.054881247
8481.75	-0.0078509549	0.054048503
8483.50	-0.017277463	0.053741879
8485.25	-0.020795522	0.053924869
8487.00	-0.022198557	0.054961584
8488.75	-0.026678508	0.057772873
8490.50	-0.034651067	0.062611510
8492.25	-0.039183468	0.067677211
8494.00	-0.033083208	0.069739850
8495.75	-0.019328284	0.067706851
8497.50	-0.0086296887	0.064450519
8499.25	-0.0073716158	0.064611341
8501.00	-0.011579874	0.070583140
8502.75	-0.012726718	0.080050691
8504.50	-0.0071388737	0.086414596
8506.25	0.0021674113	0.084213491
8508.00	0.011534897	0.074502744
8509.75	0.019778895	0.063607689
8511.50	0.025175310	0.056234148
8513.25	0.024943037	0.052816008
8515.00	0.019307061	0.051670865
8516.75	0.012406850	0.051545525
8518.50	0.0084070706	0.051816877
8520.25	0.0079153379	0.052051189
8522.00	0.0094873679	0.051936801
8523.75	0.011893157	0.051492439
8525.50	0.013371482	0.050965045
8527.25	0.012473271	0.050549594
8529.00	0.010766094	0.050295521
8530.75	0.010852914	0.050287854
8532.50	0.012862229	0.050852689
8534.25	0.015200128	0.052432755
8536.00	0.016954438	0.054967449
8537.75	0.018498025	0.057268345
8539.50	0.021407699	0.057844002
8541.25	0.026405562	0.056738943
8543.00	0.030485443	0.056035157
8544.75	0.029379899	0.057794020
8546.50	0.022436723	0.061814643
8548.25	0.013239100	0.065215119
8550.00	0.0068959746	0.064980312
8551.75	0.0082299329	0.060905351
8553.50	0.017118077	0.055827068
8555.25	0.028329913	0.052161934
8557.00	0.036149857	0.050448093
8558.75	0.038643614	0.049987842
8560.50	0.036792494	0.049975814
8562.25	0.032966092	0.049943591
8564.00	0.028959383	0.049813592
8565.75	0.022876772	0.049695131
8567.50	0.010617398	0.049700420
8569.25	-0.0063965989	0.049903744
8571.00	-0.018736145	0.050316172
8572.75	-0.018705140	0.050804924
8574.50	-0.0091371723	0.051121556
8576.25	-0.00022859404	0.051042107
8578.00	0.00097737531	0.050552052
8579.75	-0.0045482289	0.049926129
8581.50	-0.011564003	0.049687041
8583.25	-0.016767879	0.050373263
8585.00	-0.019905864	0.052094848
8586.75	-0.020619875	0.054097667
8588.50	-0.018007800	0.055142267
8590.25	-0.013365172	0.054771413
8592.00	-0.0095240306	0.054102459
8593.75	-0.0072508244	0.054561382
8595.50	-0.0052748109	0.056108955
8597.25	-0.0027128091	0.057128901
8599.00	-3.0668178e-05	0.056309269
8600.75	0.0016183183	0.054097743
8602.50	0.0022766360	0.051997296
8604.25	0.0042998383	0.051020980
8606.00	0.0097782180	0.051281551
8607.75	0.017256804	0.052577784
8609.50	0.022800878	0.054803406
8611.25	0.024266940	0.057895470
8613.00	0.022755125	0.061785108
8614.75	0.019803376	0.066357320
8616.50	0.016106084	0.071386676
8618.25	0.012949563	0.076621205
8620.00	0.011377286	0.081796701
8621.75	0.010334775	0.086682843
8623.50	0.0074677255	0.091017750
8625.25	0.0011618238	0.094437517
8627.00	-0.0066059338	0.096552336
8628.75	-0.0086576528	0.097097850
8630.50	0.0018269694	0.096049070
8632.25	0.022439637	0.093485826
8634.00	0.040950532	0.089603467
8635.75	0.046560626	0.084794859
8637.50	0.038967129	0.079483954
8639.25	0.024818602	0.074023661
8641.00	0.010203710	0.068812827
8642.75	-0.00035361157	0.064789978
8644.50	-0.0033478997	0.063510266
8646.25	0.00095990557	0.066020359
8648.00	0.0078697864	0.071469471
8649.75	0.010248151	0.077543871
8651.50	0.00091137859	0.082361274
8653.25	-0.021153555	0.085526211
8655.00	-0.044920600	0.087559723
8656.75	-0.055599634	0.088754055
8658.50	-0.048694494	0.088999908
8660.25	-0.033506870	0.088166077
8662.00	-0.022048839	0.086593322
8663.75	-0.018830529	0.084976926
8665.50	-0.018757799	0.083495922
8667.25	-0.013694413	0.081930139
8669.00	-0.00095974681	0.080233360
8670.75	0.014976729	0.078302678
8672.50	0.027874670	0.076108330
8674.25	0.034414556	0.073937333
8676.00	0.034533112	0.071785813
8677.75	0.031169337	0.069506914
8679.50	0.028632761	0.067352894
8681.25	0.027614720	0.065367534
8683.00	0.025002648	0.063354102
8684.75	0.019210179	0.061496933
8686.50	0.012453443	0.060013459
8688.25	0.0078455328	0.058785904
8690.00	0.0063066009	0.057798658
8691.75	0.0069991630	0.057111967
8693.50	0.0095433632	0.056511852
8695.25	0.014097706	0.055913583
8697.00	0.019041010	0.055621203
8698.75	0.021491686	0.055719243
8700.50	0.021453884	0.055850313
8702.25	0.023156248	0.055870404
8704.00	0.029316335	0.056084300
8705.75	0.036013891	0.056529149
8707.50	0.036542081	0.056643061
8709.25	0.029083461	0.055965218
8711.00	0.018645866	0.054693664
8712.75	0.012822163	0.053358447
8714.50	0.015785521	0.052408442
8716.25	0.024910778	0.052070975
8718.00	0.033230151	0.052186779
8719.75	0.035825559	0.052363667
8721.50	0.033007407	0.052385925
8723.25	0.029060583	0.052367975
8725.00	0.027520440	0.052412915
8726.75	0.027591283	0.052381915
8728.50	0.026107513	0.052119439
8730.25	0.022537632	0.051716384
8732.00	0.019158901	0.051440518
8733.75	0.016742337	0.051490393
8735.50	0.013440019	0.051894170
8737.25	0.0081714752	0.052507706
8739.00	0.0026171167	0.053100909
8740.75	-0.0014208408	0.053462219
8742.50	-0.0047338246	0.053535935
8744.25	-0.0081781205	0.053412681
8746.00	-0.010692637	0.053269066
8747.75	-0.011192413	0.053243857
8749.50	-0.0099346232	0.053402631
8751.25	-0.0075289385	0.054005485
8753.00	-0.0045774307	0.056013948
8754.75	-0.0030760789	0.061267907
8756.50	-0.0065088715	0.071144363
8758.25	-0.017284302	0.084391629
8760.00	-0.034262944	0.096471383
8761.75	-0.053230773	0.10336881
8763.50	-0.068382201	0.10605661
8765.25	-0.070973109	0.10823814
8767.00	-0.053970166	0.10924658
8768.75	-0.022166519	0.10434913
8770.50	0.0074267271	0.093891177
8772.25	0.021106230	0.086487297
8774.00	0.017831481	0.089784316
8775.75	0.0056354548	0.10084844
8777.50	-0.0046390344	0.10863466
8779.25	-0.0065561064	0.10425940
8781.00	-0.0032124318	0.089668050
8782.75	-0.00047493348	0.073906144
8784.50	0.00013029959	0.064509821
