#Angstrom PHOTLAM 
7933.7300000000005 3.9518731330493e-22 
7941.64 3.8924937092827653e-22 
7949.55 3.8338641043872043e-22 
7957.46 3.775977142647896e-22 
7965.37 3.7188256836020005e-22 
7973.28 3.662402622329155e-22 
7981.1900000000005 3.606700889734889e-22 
7989.1 3.5517134528266415e-22 
7997.01 3.4974333149825317e-22 
8004.92 3.44385351621288e-22 
8012.83 3.390967133414496e-22 
8020.74 3.3387672806177434e-22 
8028.650000000001 3.287247109226483e-22 
8036.56 3.2363998082508493e-22 
8044.47 3.186218604532875e-22 
8052.38 3.136696762965113e-22 
8060.29 3.087827586702151e-22 
8068.2 3.039604417365154e-22 
8076.110000000001 2.9920206352393993e-22 
8084.02 2.945069659464923e-22 
8091.93 2.898744948220187e-22 
8099.84 2.8530399988989426e-22 
8107.75 2.807948348280251e-22 
8115.66 2.7634635726917205e-22 
8123.57 2.4197321864587074e-21 
8131.4800000000005 2.3988359672390007e-21 
8139.39 2.378070786026369e-21 
8147.3 2.357436298173946e-21 
8155.21 2.336932155692617e-21 
8163.12 2.3165580072869417e-21 
8171.03 2.296313498391213e-21 
8178.9400000000005 2.27619827120561e-21 
8186.85 2.256211964732488e-21 
8194.76 2.2363542148127234e-21 
8202.67 2.2166246541622155e-21 
8210.58 2.197022912408443e-21 
8218.49 2.1775486161271355e-21 
8226.4 2.1582013888790135e-21 
8234.31 2.1389808512466392e-21 
8242.22 2.1198866208713095e-21 
8250.130000000001 2.100918312490071e-21 
8258.04 2.0820755379727827e-21 
8265.95 2.0633579063592297e-21 
8273.86 2.0447650238963305e-21 
8281.77 2.026296494075402e-21 
8289.68 2.007951917669468e-21 
8297.59 1.9897308927706252e-21 
8305.5 1.971633014827458e-21 
8313.41 1.953657876682509e-21 
8321.32 1.93580506860977e-21 
8329.23 1.9180741783522214e-21 
8337.14 1.900464791159411e-21 
8345.05 1.882976489825055e-21 
8352.960000000001 1.8656088547246573e-21 
8360.87 1.848361463853168e-21 
8368.78 1.8312338928626416e-21 
8376.69 1.814225715099918e-21 
8384.6 1.7973365016443184e-21 
8392.51 1.7805658213453333e-21 
8400.42 1.7639132408603296e-21 
8408.33 1.747378324692237e-21 
8416.24 1.7309606352272535e-21 
8424.15 1.7146597327725187e-21 
8432.06 1.6984751755937862e-21 
8439.97 1.6824065199530786e-21 
8447.880000000001 1.6664533201463208e-21 
8455.79 1.650615128540952e-21 
8463.7 1.6348914956135038e-21 
8471.61 1.6192819699871512e-21 
8479.52 1.6037860984692326e-21 
8487.43 1.5884034260887237e-21 
8495.34 1.57313349613367e-21 
8503.25 1.5579758501885849e-21 
8511.16 1.5429300281717823e-21 
8519.07 1.5279955683726632e-21 
8526.98 1.5131720074889485e-21 
8534.89 1.4984588806638519e-21 
8542.8 1.4838557215231732e-21 
8550.710000000001 1.4693620622123531e-21 
8558.62 1.454977433433444e-21 
8566.53 1.4407013644819827e-21 
8574.44 1.4265333832838316e-21 
8582.35 1.4124730164318964e-21 
8590.26 1.398519789222795e-21 
8598.17 1.3846732256934105e-21 
8606.08 1.3709328486573703e-21 
8613.99 1.3572981797414223e-21 
8621.9 1.3437687394217224e-21 
8629.81 1.3303440470600027e-21 
8637.72 1.3170236209396679e-21 
8645.630000000001 1.3038069783017448e-21 
8653.54 1.2906936353807682e-21 
8661.45 1.2776831074404926e-21 
8669.36 1.26477490880955e-21 
8677.27 1.2519685529169465e-21 
8685.18 1.2392635523274526e-21 
8693.09 1.2266594187768629e-21 
8701.0 1.214155663207128e-21 
8708.91 1.2017517958013572e-21 
8716.82 1.1894473260186776e-21 
8724.73 1.1772417626289689e-21 
8732.64 1.1651346137474464e-21 
8740.55 1.153125386869105e-21 
8748.460000000001 1.1412135889030142e-21 
8756.37 1.1293987262064732e-21 
8764.28 1.1176803046189958e-21 
8772.19 1.1060578294961604e-21 
8780.1 1.094530805743291e-21 
8788.01 1.08309873784898e-21 
8795.92 1.0717611299184482e-21 
8803.83 1.0605174857067459e-21 
8811.74 1.0493673086517766e-21 
8819.65 1.0383101019071549e-21 
8827.56 1.027345368374891e-21 
8835.47 1.016472610737902e-21 
8843.380000000001 1.0056913314923371e-21 
8851.29 9.950010329797394e-22 
8859.2 9.844012174190014e-22 
8867.11 9.738913869381569e-22 
8875.02 9.63471043605975e-22 
8882.93 9.531396894633614e-22 
8890.84 9.428968265545807e-22 
8898.75 9.327419569582717e-22 
8906.66 9.226745828182744e-22 
8914.57 9.126942063742515e-22 
8922.48 9.028003299921216e-22 
8930.39 8.929924561942696e-22 
8938.3 8.832700876895788e-22 
8946.210000000001 8.736327274032323e-22 
8954.12 8.640798785063284e-22 
8962.03 8.546110444452588e-22 
8969.94 8.4522572897089555e-22 
8977.85 8.359234361675628e-22 
8985.76 8.2670367048178145e-22 
8993.67 8.17565936750804e-22 
9001.58 8.085097402309282e-22 
9009.49 7.995345866255912e-22 
9017.4 7.906399821132333e-22 
9025.31 7.818254333749517e-22 
9033.22 7.730904476219148e-22 
9041.130000000001 7.64434532622553e-22 
9049.04 7.558571967295292e-22 
9056.95 7.473579489064598e-22 
9064.86 7.389362987544232e-22 
9072.77 7.3059175653822545e-22 
9080.68 7.223238332124309e-22 
9088.59 7.141320404471605e-22 
9096.5 7.0601589065365065e-22 
9104.41 6.979748970095702e-22 
9112.32 6.900085734841076e-22 
9120.23 6.821164348628082e-22 
9128.14 6.742979967721708e-22 
9136.05 6.665527757040033e-22 
9143.960000000001 6.588802890395325e-22 
9151.87 6.512800550732749e-22 
9159.78 6.437515930366484e-22 
9167.69 6.362944231213484e-22 
9175.6 6.289080665024722e-22 
9183.51 6.215920453613927e-22 
9191.42 6.143458829083837e-22 
9199.33 6.071691034049993e-22 
9207.24 6.000612321861912e-22 
9215.15 5.930217956821842e-22 
9223.06 5.860503214400952e-22 
9230.97 5.791463381452979e-22 
9238.880000000001 5.723093756425297e-22 
9246.79 5.655389649567652e-22 
9254.7 5.588346383137972e-22 
9262.61 5.521959291605985e-22 
9270.52 5.456223721854049e-22 
9278.43 5.391135033375531e-22 
9286.34 5.326688598470577e-22 
9294.25 5.262879802439292e-22 
9302.16 5.199704043772409e-22 
9310.07 5.1371567343393e-22 
9317.98 5.075233299573448e-22 
9325.89 5.01392917865537e-22 
9333.8 4.953239824692873e-22 
9341.710000000001 4.893160704898807e-22 
9349.62 4.833687300766216e-22 
9357.53 4.7748151082407955e-22 
9365.44 4.716539637890949e-22 
9373.35 4.658856415075083e-22 
9381.26 4.601760980106448e-22 
9389.17 4.54524888841528e-22 
9397.08 4.489315710708463e-22 
9404.99 4.433957033126494e-22 
9412.9 4.379168457397977e-22 
9420.81 4.324945600991466e-22 
9428.72 4.271284097264743e-22 
9436.630000000001 4.2181795956115307e-22 
9444.54 4.165627761605638e-22 
9452.45 4.113624277142508e-22 
9460.36 4.062164840578217e-22 
9468.27 4.0112451668659347e-22 
9476.18 3.9608609876897773e-22 
9484.09 3.9110080515961665e-22 
9492.0 3.861682124122557e-22 
9499.91 3.8128789879237347e-22 
9507.82 3.764594442895468e-22 
9515.73 3.7168243062956964e-22 
9523.64 3.6695644128631513e-22 
9531.55 3.6228106149335124e-22 
9539.460000000001 3.5765587825529456e-22 
9547.37 3.5308048035893127e-22 
9555.28 3.4855445838406667e-22 
9563.19 3.440774047141429e-22 
9571.1 3.3964891354659767e-22 
9579.01 3.3526858090298365e-22 
9586.92 3.3093600463883414e-22 
9594.83 3.2665078446472335e-22 
9602.74 3.2341047064998116e-22 
9610.65 1.9282804954370863e-20 
9618.56 7.879883918666304e-20 
9626.47 3.888179720751367e-20 
9634.380000000001 3.1657664887779596e-20 
9642.29 3.1657663451101165e-20 
9650.2 3.1657663451101165e-20 
9658.11 3.1657663451101165e-20 
9666.02 3.1657663451101165e-20 
9673.93 3.1657663451101165e-20 
9681.84 3.1657663451101165e-20 
9689.75 3.1657663451101165e-20 
9697.66 3.1657663451101165e-20 
9705.57 3.1657663451101165e-20 
9713.48 3.1657663451101165e-20 
9721.39 3.1657663451101165e-20 
9729.3 3.1657663451101165e-20 
9737.210000000001 3.1657663451101165e-20 
9745.12 3.1657663451101165e-20 
9753.03 3.1657663451101165e-20 
9760.94 3.1657663451101165e-20 
9768.85 3.1657663451101165e-20 
9776.76 3.1657663451101165e-20 
9784.67 3.1657663451101165e-20 
9792.58 3.1657663451101165e-20 
9800.49 3.1657663451101165e-20 
9808.4 3.1657663451101165e-20 
9816.31 3.1657663451101165e-20 
9824.22 3.1657663451101165e-20 
9832.130000000001 3.1657663451101165e-20 
9840.04 3.1657663451101165e-20 
9847.95 3.1657663451101165e-20 
9855.86 3.1657663451101165e-20 
9863.77 3.1657663451101165e-20 
9871.68 3.1657663451101165e-20 
9879.59 3.1657663451101165e-20 
9887.5 3.1657663451101165e-20 
9895.41 3.1657663451101165e-20 
9903.32 3.1657663451101165e-20 
9911.23 3.1657663451101165e-20 
9919.14 3.1657663451101165e-20 
9927.05 3.1657663451101165e-20 
9934.960000000001 3.1657663451101165e-20 
9942.87 3.1657663451101165e-20 
9950.78 3.1657663451101165e-20 
9958.69 3.1657663451101165e-20 
9966.6 3.1657663451101165e-20 
9974.51 3.1657663451101165e-20 
9982.42 3.1657663451101165e-20 
9990.33 3.1657663451101165e-20 
9998.24 3.1657663451101165e-20 
10006.15 3.1657663451101165e-20 
10014.06 3.1657663451101165e-20 
10021.97 3.1657663451101165e-20 
10029.880000000001 3.1657663451101165e-20 
10037.79 3.1657663451101165e-20 
10045.7 3.1657663451101165e-20 
10053.61 3.1657663451101165e-20 
10061.52 3.1657663451101165e-20 
10069.43 3.1657663451101165e-20 
10077.34 3.1657663451101165e-20 
10085.25 3.1657663451101165e-20 
10093.16 3.1657663451101165e-20 
10101.07 3.1657663451101165e-20 
10108.98 3.1657663451101165e-20 
10116.89 3.1657663451101165e-20 
